Datum ID,Repeat,Plant ID,light_intensity,r,g,b,w,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,pitch,roll,time,Phi2_2000,PhiNPQ_2000,NPQt_2000,PhiNO_2000,qL_2000,FvP/Fm_2000_P,qP_2000,Phi2_1500,PhiNPQ_1500,NPQt_1500,PhiNO_1500,qL_1500,FvP/Fm_1500_P,qP_1500,Fm_2000_Prime,Fs_2000,Fo_2000_Prime,RFd,MPF_slope_2000,MPF_rsquared_2000,baseline,Light Intensity (PAR),Leaf Temp Differential,Ambient Temperature,Ambient Humidity,Leaf Angle,Fm_1500_Prime,Fs_1500,Fo_1500_Prime,MPF_slope_1500,MPF_rsquared_1500,order,Phi2_1000,PhiNPQ_1000,NPQt_1000,PhiNO_1000,qL_1000,FvP/Fm_1000_P,qP_1000,Fm_1000_Prime,Fs_1000,Fo_1000_Prime,MPF_slope_1000,MPF_rsquared_1000,Phi2_500,PhiNPQ_500,NPQt_500,PhiNO_500,qL_500,FvP/Fm_500_P,qP_500,Fm_500_Prime,Fs_500,Fo_500_Prime,MPF_slope_500,MPF_rsquared_500,Phi2_250,PhiNPQ_250,NPQt_250,PhiNO_250,qL_250,FvP/Fm_250_P,qP_250,Fm_250_Prime,Fs_250,Fo_250_Prime,MPF_slope_250,MPF_rsquared_250,LEF,messages,PhiNPQ_2000_MPF,npqt_2000_MPF,PhiNPQ_1500_MPF,npqt_1500_MPF,PhiNPQ_1000_MPF,npqt_1000_MPF,PhiNPQ_500_MPF,npqt_500_MPF,PhiNPQ_250_MPF,npqt_250_MPF,User,Device ID,Status,Notes,Latitude,Longitude
2714711,1,23,0,1,1,1,1,28.46,20.46094,779.89124,28.91,31.03418,780.14221,27.89,1.71,NE,302.46,4.801,4.25,2.24,4/27/22,0.279,0.537,2.908,0.185,0.309,0.555,0.502,0.303,0.546,3.608,0.151,0.41,0.514,0.588,973.216,702,433,1.242,-539677.523,-0.994,0,0,-0.57,28.46,20.46094,4.801,890.344,621,432,-302225.745,-0.916,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.35,0.491,3.105,0.158,0.454,0.543,0.645,995.918,647,455,-6243.929,-0.017,0.467,0.349,1.889,0.185,0.519,0.467,0.736,1546.944,701,489,141649.097,0.562,0.554,0.255,1.336,0.191,0.595,0.554,0.812,1546.944,690,501,251679.768,0.599,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31265018,-105.5850309
2714710,1,6,0,1.2,1,1,1,24.21,34.125,779.99249,26.43,38.82422,780.38678,25.43,0.75,SE,227.75,7.155,-7.15,-0.17,5/4/22,0.287,0.514,2.586,0.199,0.296,0.576,0.498,0.345,0.496,3.108,0.16,0.443,0.543,0.635,1190.86,848.7,504,1.636,-673395.73,-0.996,0,0,1.22,24.21,34.125,7.155,1102.723,722.7,504,-594353.896,-0.981,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.464,0.352,1.915,0.184,0.518,0.626,0.742,1419.285,760.3,531,-1000041.317,-0.999,0.579,0.211,1.007,0.21,0.566,0.709,0.818,1904.775,801.3,555,-1946543.388,-0.998,0.621,0.174,0.848,0.205,0.619,0.725,0.856,2042.671,775,561,-1859690.298,-1,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31265219,-105.5849632
2714709,1,11,0,1,0.8,1,0.8,25.45,32.15918,780.09827,27.45,38.30371,780.40747,24.71,0.92,E ,265.46,13.432,-12.71,-4.39,5/4/22,0.256,0.545,2.729,0.2,0.263,0.567,0.451,0.3,0.546,3.539,0.154,0.399,0.518,0.579,1725.558,1284,747,1.552,-872795.431,-0.999,0,0,-0.74,25.45,32.15918,13.432,1541.799,1079,743,-673219.3,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.412,0.415,2.408,0.173,0.49,0.589,0.7,1894.619,1113.7,779,-1086350.616,-0.999,0.553,0.236,1.116,0.211,0.536,0.698,0.792,2759.14,1234.3,835,-2559776.499,-0.995,0.608,0.176,0.819,0.215,0.579,0.728,0.835,3116.408,1221,846,-2721206.295,-0.998,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31263496,-105.5849463
2714708,1,36,0,1,1,1,1,26.91,28.03418,780.17224,28.4,31.57617,780.5058,22.71,1.59,S ,190.88,9.348,-8.96,2.67,5/4/22,0.291,0.524,2.825,0.185,0.322,0.561,0.519,0.357,0.48,2.938,0.163,0.448,0.553,0.645,1363.257,966.3,599,1.868,-865531.592,-1,0,0,-4.2,26.91,28.03418,9.348,1336.865,859.7,597,-941699.793,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.489,0.315,1.604,0.196,0.51,0.652,0.75,1796.11,918.3,625,-1699271.953,-0.997,0.596,0.19,0.888,0.214,0.57,0.721,0.826,2333.948,944,651,-2396883.301,-0.994,0.651,0.139,0.664,0.21,0.637,0.746,0.873,2589.203,902.7,658,-2436466.452,-0.999,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31264191,-105.584961
2714707,1,19,0.066,2.4,1.4,2,2.4,27.33,28.75098,780.15631,28.11,35.01758,780.47498,22.87,1.85,SE,221.27,2.603,1.32,2.24,5/4/22,0.304,0.522,2.996,0.174,0.358,0.55,0.553,0.366,0.479,3.072,0.156,0.481,0.545,0.671,593.081,412.7,267,1.609,-378436.241,-0.995,0,0.066,-4.46,27.33,28.75098,2.603,579.073,367.3,263,-398995.166,-0.996,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.483,0.33,1.759,0.187,0.528,0.639,0.756,755.807,390.7,273,-689249.051,-1,0.57,0.234,1.196,0.196,0.597,0.69,0.827,906.212,389.3,281,-859204.281,-1,0.617,0.197,1.061,0.186,0.68,0.703,0.877,958.51,367.3,285,-808861.319,-0.994,0.018,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31264478,-105.5850116
2714706,1,25,0,0.2,0.2,0.2,0.2,27.7,26.16211,780.22296,28.75,32.90527,780.50281,27.93,1.12,SE,240.89,15.91,-12.85,-9.46,5/4/22,0.293,0.529,2.971,0.178,0.337,0.551,0.531,0.344,0.496,3.101,0.16,0.441,0.543,0.634,933.879,660.7,419,1.443,-558664.288,-0.998,0,0,0.23,27.7,26.16211,15.91,917.536,601.7,419,-533390.091,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.453,0.355,1.853,0.192,0.484,0.631,0.718,1207.676,660.7,446,-983163.252,-0.999,0.553,0.235,1.11,0.212,0.534,0.698,0.791,1545.05,691.3,466,-1524114.455,-0.999,0.591,0.202,0.974,0.207,0.584,0.712,0.83,1635.262,669.3,471,-1403427.897,-0.999,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31261887,-105.5850186
2714705,1,8,0,0,0,0,0,20.3,34.71289,781.78241,20.97,38.33105,782.21399,19.89,0.79,SE,209.72,2.708,-2.23,-1.54,5/5/22,0.276,0.442,1.564,0.282,0.2,0.656,0.421,0.334,0.46,2.221,0.207,0.33,0.602,0.554,2650.262,1919.3,913,2.152,-1598221.084,-1,0,0,-0.41,20.3,34.71289,2.708,2217.068,1477.7,882,-1343793.359,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.463,0.321,1.485,0.216,0.44,0.663,0.699,2729.915,1465.3,921,-2129780.412,-0.997,0.629,0.104,0.39,0.267,0.483,0.778,0.808,4433.244,1644,983,-5815210.323,-0.983,0.683,0.056,0.213,0.262,0.535,0.801,0.852,4959.209,1573.3,987,-6831143.63,-0.981,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31263874,-105.5850416
2714704,1,5,0,1,1,1,1,21.64,40.34863,781.83392,22.22,47.11328,782.28577,21.11,1.16,SE,212.23,5.199,-5.13,-0.87,5/5/22,0.249,0.525,2.323,0.226,0.226,0.595,0.418,0.296,0.514,2.709,0.19,0.32,0.568,0.521,1740.272,1307.3,705,1.477,-963221.832,-1,0,0,-0.53,21.64,40.34863,5.199,1614.037,1136.3,697,-892707.849,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.402,0.399,2.007,0.199,0.414,0.619,0.65,1892.227,1131.3,721,-1375710.266,-0.992,0.55,0.218,0.942,0.232,0.486,0.715,0.769,2690.972,1211.3,766,-2707433.882,-0.985,0.596,0.168,0.71,0.236,0.518,0.741,0.805,3003.025,1212.3,779,-2829744.562,-0.985,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31265523,-105.5850201
2714703,1,11,0,1,1,1,0.6,23.05,44.23926,781.84564,24.94,53.48828,782.27454,23.25,1.4,E ,258.83,16.91,-15.91,-5.81,5/5/22,0.284,0.54,3.057,0.177,0.329,0.546,0.52,0.343,0.493,3.009,0.164,0.429,0.549,0.625,1399.299,1002.3,635,1.698,-842254.92,-1,0,0,0.2,23.05,44.23926,16.91,1411.149,927,636,-917111.981,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.464,0.346,1.82,0.19,0.501,0.634,0.733,1826.501,978.3,669,-1627199.102,-0.997,0.58,0.207,0.969,0.213,0.558,0.712,0.815,2442.188,1024.7,702,-2671733.399,-0.989,0.629,0.161,0.766,0.21,0.614,0.734,0.857,2679.199,993,712,-2725952.987,-0.989,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31267276,-105.5850335
2714702,1,20,0,0.4,0.4,0.4,0,24.54,42.70801,781.83112,25.46,56.2041,782.28326,24.27,1.95,E ,272.22,9.281,-9.27,0.41,5/5/22,0.277,0.546,3.092,0.177,0.321,0.544,0.509,0.329,0.519,3.414,0.152,0.443,0.525,0.626,1309.011,946.3,597,1.754,-768592.991,-0.999,0,0,-0.27,24.54,42.70801,9.281,1248.667,838.3,593,-686086.604,-0.986,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.453,0.373,2.147,0.174,0.535,0.608,0.746,1583.986,865.7,621,-1218401.197,-1,0.585,0.218,1.105,0.197,0.607,0.699,0.837,2190.385,909.7,660,-2035559.558,-0.996,0.637,0.172,0.901,0.191,0.683,0.72,0.885,2400.82,871.7,673,-2005404.534,-0.997,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31266549,-105.585016
2714701,1,31,0,0.6,0.6,0.6,0.6,25.96,33.57129,781.75812,23.64,51.08008,782.16516,24.27,1.41,SE,242.49,7.152,-6.98,-1.57,5/5/22,0.258,0.53,2.502,0.212,0.249,0.582,0.443,0.333,0.478,2.532,0.189,0.362,0.58,0.574,1449.91,1076.3,606,1.716,-891605.766,-0.994,0,0,-1.69,25.96,33.57129,7.152,1455.14,970.3,611,-1092195.765,-0.995,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.46,0.329,1.561,0.211,0.447,0.656,0.702,1853.879,1000.7,638,-1764199.39,-0.991,0.59,0.171,0.713,0.24,0.504,0.74,0.797,2582.653,1059.7,671,-2710436.817,-0.989,0.632,0.144,0.639,0.225,0.576,0.749,0.844,2695.302,992.3,678,-2483736.391,-0.993,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31266008,-105.5849724
2714700,1,33,0,2,2,2,2,25.99,37.14746,781.54974,25.09,47.75098,781.99188,24.09,1.69,SW,140.62,7.632,-4.01,6.5,5/5/22,0.275,0.532,2.761,0.193,0.292,0.565,0.487,0.353,0.456,2.387,0.191,0.379,0.59,0.598,881.303,639,384,1.605,-664779.664,-0.993,0,0,-1.9,25.99,37.14746,7.632,940.685,608.7,385,-850988.203,-0.994,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.461,0.326,1.526,0.214,0.442,0.659,0.699,1178.673,635.7,402,-1280799.402,-0.986,0.558,0.219,0.981,0.223,0.512,0.711,0.784,1451.099,642,419,-1632579.008,-0.982,0.616,0.166,0.764,0.218,0.58,0.734,0.839,1583.958,608,421,-1654363.275,-0.997,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31263177,-105.5850603
2714699,1,14,0,1,1,1,0,28.15,31.48633,781.56659,28.37,44.34473,781.90656,25.05,1.61,S ,198.36,12.208,-12.19,-0.65,5/5/22,0.276,0.563,3.49,0.161,0.351,0.521,0.53,0.314,0.536,3.574,0.15,0.429,0.516,0.608,1286.312,931,616,1.475,-804670.503,-0.998,0,0,-3.1,28.15,31.48633,12.208,1287.291,883,623,-745688.514,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.418,0.406,2.308,0.176,0.486,0.596,0.701,1631.311,950,659,-1275209.23,-1,0.536,0.268,1.371,0.195,0.562,0.673,0.797,2119.282,982.3,693,-2019618.023,-0.998,0.596,0.213,1.112,0.191,0.638,0.698,0.854,2336.077,944,706,-2100952.238,-1,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31255323,-105.5849649
2714698,1,29,0,1,1,1,1,28.22,33.61133,781.54779,25.91,51.23438,781.88422,25.39,1.89,E ,290.13,8.689,-8.59,-1.34,5/5/22,0.287,0.522,2.733,0.191,0.308,0.567,0.507,0.337,0.488,2.785,0.175,0.394,0.563,0.598,1083.474,772.3,470,1.427,-878041.202,-0.994,0,0,-2.83,28.22,33.61133,8.689,1078.307,715.3,471,-901213.949,-0.988,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.448,0.363,1.927,0.189,0.487,0.625,0.717,1300.538,718,488,-1283500.23,-0.993,0.539,0.268,1.383,0.193,0.571,0.672,0.802,1545.054,712.3,507,-1507296.812,-0.998,0.588,0.224,1.196,0.188,0.642,0.69,0.852,1654.065,681.7,513,-1452976.925,-0.998,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31259663,-105.5851008
2714697,1,11,0,0.8,0.8,0.8,0.8,23.53,33.18164,777.6358,25.94,35.92383,778.08612,24.47,1.98,S ,199.4,6.61,-2.02,6.3,5/12/22,0.297,0.504,2.529,0.199,0.305,0.58,0.511,0.338,0.487,2.791,0.175,0.396,0.563,0.6,974.533,685.3,409,1.386,-581661.814,-0.992,0,0,0.94,23.53,33.18164,6.61,946.529,626.7,414,-597460.755,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.421,0.386,2.005,0.193,0.448,0.619,0.68,1122.511,650,428,-837674.991,-0.991,0.521,0.269,1.285,0.21,0.509,0.681,0.765,1398.436,670,446,-1146338.014,-0.984,0.581,0.204,0.946,0.215,0.553,0.715,0.812,1595.919,669,455,-1268595.523,-0.987,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31267746,-105.5850121
2714696,1,23,0,1,1,1,1,24.87,22.03613,777.73639,26.02,29.66699,778.08313,21.61,1.46,SE,247.03,9.236,-8.7,-3.12,5/12/22,0.275,0.521,2.549,0.204,0.275,0.579,0.474,0.315,0.51,2.905,0.175,0.368,0.555,0.567,1479.727,1073.3,623,1.39,-893737.427,-1,0,0,-3.26,24.87,22.03613,9.236,1398.319,958,622,-817248.993,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.416,0.39,2.013,0.194,0.44,0.618,0.673,1705.414,996,651,-1313020.831,-0.996,0.534,0.253,1.188,0.213,0.514,0.69,0.773,2211.552,1030.7,685,-2169780.47,-0.991,0.582,0.212,1.027,0.206,0.577,0.707,0.823,2361.784,988.3,693,-2141213.316,-0.992,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31271664,-105.5849079
2714695,1,6,0,1,1,1,1,27.64,14.60938,784.64172,26.97,27.38477,784.94904,25.95,2.19,E ,255.1,18.697,-12.62,-13.91,5/18/22,0.241,0.564,2.883,0.196,0.252,0.557,0.433,0.284,0.554,3.411,0.162,0.358,0.525,0.54,1309.444,994,580,1.432,-692660.433,-0.999,0,0,-1.69,27.64,14.60938,18.697,1236.427,885.7,587,-600520.486,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.361,0.48,3.023,0.159,0.466,0.548,0.659,1356.589,866.7,613,-707008.056,-0.993,0.515,0.282,1.384,0.203,0.519,0.672,0.767,2033.683,986.3,667,-1798406.261,-0.997,0.589,0.2,0.944,0.212,0.571,0.715,0.823,2378.85,978,678,-2160932.386,-1,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31262314,-105.5849572
2714694,1,27,0.024,4,3.4,4,4,30.77,15.50293,784.45154,29.43,27.21582,784.72516,29.69,0.82,SE,244.86,6.054,-5.99,0.86,5/18/22,0.326,0.51,3.113,0.164,0.408,0.543,0.601,0.428,0.404,2.397,0.168,0.521,0.59,0.726,829.091,558.7,379,2.555,-605994.648,-1,0,0.024,-1.08,30.77,15.50293,6.054,932.69,533.7,383,-883419.899,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.555,0.249,1.272,0.196,0.58,0.682,0.813,1241.44,552.7,394,-1363958.338,-0.997,0.666,0.14,0.72,0.194,0.702,0.739,0.9,1499.713,501.3,391,-1728289.849,-0.997,0.719,0.095,0.513,0.186,0.792,0.763,0.942,1635.167,460,387,-1456673.495,-0.984,0.008,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31265364,-105.5850422
2714693,1,6,0.016,1,0.8,1,1,28.05,18.31543,771.82623,29.95,28.53516,772.22266,20.85,1.98,SE,245.24,12.579,-11.24,-5.68,5/19/22,0.292,0.515,2.667,0.193,0.311,0.571,0.512,0.333,0.509,3.233,0.158,0.433,0.535,0.622,1232.441,872,529,1.651,-737876.05,-0.995,0,0.016,-7.2,28.05,18.31543,12.579,1125.928,751,523,-583328.231,-0.972,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.456,0.36,1.962,0.183,0.51,0.622,0.734,1457.075,792,550,-1058153.24,-0.997,0.572,0.217,1.025,0.211,0.555,0.707,0.809,1974.103,845,579,-1860635.286,-0.999,0.623,0.172,0.841,0.205,0.623,0.726,0.858,2147.795,810.3,588,-1894553.343,-1,0.004,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.3126844,-105.5854644
2714692,1,TEST,0,0,0,0,0,25.85,22.33008,787.89807,23.77,29.63184,788.07623,23.95,1.15,SW,117.04,13.16,-12.96,-2.32,1/27/22,0.189,0.649,4.022,0.161,0.24,0.493,0.384,0.24,0.624,4.609,0.135,0.363,0.465,0.516,677.074,549,343,1.268,-266735.528,-0.986,0,0,-1.9,25.85,22.33008,13.16,641.399,487.3,343,-276934.63,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.284,0.587,4.545,0.129,0.451,0.468,0.607,659.906,472.3,351,-231865.232,-0.999,0.475,0.359,2.155,0.166,0.585,0.607,0.782,944.828,496,371,-704095.753,-0.984,0.559,0.255,1.368,0.186,0.615,0.673,0.83,1178.402,519.7,385,-972660.836,-0.996,,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31276333,-105.5851383
2714691,1,20,1.39,12.8,7,7,16.2,11.48,31.25879,782.81061,12.54,36.00488,782.32507,12.51,0.14,E ,272.66,17.791,-15.97,7.95,3/7/22,0.201,0.641,4.052,0.158,0.261,0.491,0.409,0.224,0.643,4.853,0.133,0.347,0.455,0.493,469.842,375.3,239,1.025,-205161.469,-0.992,0,1.39,1.03,11.48,31.25879,17.791,430.94,334.3,235,-190313.557,-0.985,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.301,0.571,4.439,0.129,0.479,0.473,0.636,448.485,313.7,236,-227907.642,-0.989,0.428,0.42,2.755,0.152,0.575,0.565,0.757,557.922,319.3,243,-336914.777,-0.976,0.506,0.323,1.895,0.171,0.608,0.628,0.806,663.414,327.7,247,-450047.474,-0.997,0.317,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31264167,-105.58487
2714690,1,17,0,1,1,1,1,14.65,29.24316,782.80548,16.14,33.38965,782.39917,15.95,0.35,NE,327.44,12.758,-11.75,5,3/7/22,0.178,0.556,2.084,0.267,0.137,0.613,0.29,0.22,0.585,2.992,0.195,0.23,0.55,0.399,1007.142,828,390,1.382,-412748.245,-0.997,0,0,1.3,14.65,29.24316,12.758,842.346,657.3,379,-361682.645,-0.997,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.32,0.507,2.925,0.173,0.379,0.554,0.578,849.771,577.7,379,-470438.428,-0.991,0.499,0.308,1.598,0.193,0.53,0.653,0.765,1135.816,569,395,-821988.434,-0.998,0.58,0.202,0.93,0.217,0.547,0.717,0.81,1449.983,608.7,411,-1075164.231,-0.998,,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31260167,-105.585035
2714689,1,28,0.097,1,0,0,1,18.13,27.6709,782.68469,18.17,36.37793,782.35278,18.79,0.23,E ,256.12,13.373,-12.47,4.86,3/7/22,0.214,0.672,5.898,0.114,0.386,0.414,0.517,0.256,0.642,6.275,0.102,0.513,0.401,0.638,425.163,334,249,1.162,-224611.06,-0.993,0,0.097,0.66,18.13,27.6709,13.373,412.692,307,247,-221559.788,-0.983,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.362,0.513,4.096,0.125,0.592,0.489,0.739,491.368,313.7,251,-359940.097,-0.998,0.505,0.334,2.077,0.161,0.643,0.613,0.823,678.588,336,262,-693723.846,-0.997,0.538,0.298,1.816,0.164,0.671,0.634,0.848,721.454,333.7,264,-721142.997,-0.994,0.023,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.3126,-105.585015
2714688,1,33,0.137,2,1,1,2.2,20.55,26.90527,782.77979,19.83,38.62598,782.5058,22.05,0.95,N ,16.64,11.777,-10.58,5.21,3/7/22,0.223,0.624,4.066,0.153,0.297,0.491,0.454,0.233,0.649,5.477,0.118,0.403,0.43,0.542,522.242,406,266,1.265,-269507.653,-0.985,0,0.137,1.5,20.55,26.90527,11.777,461.145,353.7,263,-196251.755,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.332,0.535,4.026,0.133,0.512,0.493,0.674,527.051,352,267,-348806.882,-0.999,0.503,0.324,1.872,0.173,0.595,0.63,0.799,758.999,377.3,281,-722356.255,-0.984,0.559,0.258,1.41,0.183,0.625,0.669,0.834,873.594,385.7,289,-817710.611,-0.986,0.034,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31263,-105.5850383
2714687,1,7,0.285,3,1,1.4,3.4,22.12,23.70996,782.60883,21.73,31.21973,782.37604,23.01,0.49,NW,22.96,12.74,-11.14,-6.22,3/7/22,0.195,0.654,4.338,0.151,0.265,0.478,0.409,0.228,0.641,4.875,0.131,0.355,0.454,0.502,800.138,644,418,1.485,-339424.675,-0.998,0,0.285,0.89,22.12,23.70996,12.74,757.489,585,414,-322893.428,-0.995,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.321,0.539,3.834,0.141,0.468,0.502,0.638,847.98,576,422,-470597.94,-1,0.513,0.299,1.594,0.188,0.561,0.653,0.786,1297.598,631.3,450,-1229936.817,-0.987,0.598,0.193,0.922,0.209,0.585,0.717,0.833,1652.631,665,467,-1760083.496,-0.984,0.077,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31264333,-105.5849883
2714686,1,19,0.082,2,1,1,2,22.78,22.2832,782.45905,21.34,35.5957,782.26373,23.53,0.77,NE,300.49,14.414,-14.37,-1.13,3/7/22,0.213,0.664,5.398,0.123,0.354,0.433,0.492,0.255,0.629,5.451,0.115,0.453,0.431,0.593,484.389,381.3,275,1.17,-226789.849,-0.992,0,0.082,0.75,22.78,22.2832,14.414,480.212,357.7,273,-265012.314,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.36,0.505,3.738,0.135,0.547,0.507,0.71,566.343,362.3,279,-442655.541,-0.998,0.505,0.332,2.04,0.163,0.636,0.616,0.82,758.189,375,291,-817206.698,-0.986,0.539,0.301,1.879,0.16,0.69,0.629,0.857,794.965,366.3,295,-782721.89,-0.979,0.02,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31263667,-105.58503
