OPEN 6.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 14 2022 10:38:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-2.200000048,-0.340000004,-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,18_ACi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
14,11:48:38,4299.500488,0,-2.895383928,0.131571749,1935.156388,13,0,99.53051758,388.175293,0,0,0,0.743593888,#DIV/0!,#DIV/0!,-2.895383928,0.87,0.92,0,0.87,0,#DIV/0!,1,#DIV/0!,700.2246704,0.5,#DIV/0!,4.092540565,2.397165915,26.10571098,0.560000002,6.596261689,1,13.19252338,25.59500313,26.10571098,25.35341263,1999.350586,1998.363525,11.96129894,12.71621418,28.50416183,30.30314827,299.7262878,1.08508718,296.0524597,78.50270081,-9.946166992,-0.365959942,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,5.352255117,0.004092541,299.255711,298.7450031,0.173613945,-0.531067292,3.395423072,43.25230899,30.53609481,25.85035706,3.34449512,0.130272514,0.998257157,2.346237963,0.081536061,151.915003,0.968370551,28.08474091,1998.659812,-0.000406853,288.6447754,0.944025847,0,0,1.344820091
Remark=,"""11:57:17 Fs=102 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:17 RF#14 7609 um, Fmax=161 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:18 Fm'=161""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11:57:18,4819.000488,0,-8.366430659,0.140921369,142.4649031,14,0,99.53051758,388.175293,0,161.8969727,102.4169922,0.743593888,1,0.367394025,-2.895383928,0.87,0.92,10.06228065,0.87503114,-0.008909945,0.367394025,0.582928188,1.397668632,701.7329712,0.5,112.7969834,4.736930112,2.588651916,27.09858704,0.560000002,6.596261689,1,13.19252338,25.94061852,27.09858704,25.64139175,50.36185455,51.87881851,12.00867176,12.88214302,28.03678703,30.07609367,299.7818909,701.7329712,682.567749,78.50281525,-2.311389923,-0.378182232,0.5,-1.355140209,7.355140209,1,0,0.159999996,111135,5.353248028,0.00473693,300.248587,299.0906185,112.2772729,-0.313789727,3.59993641,45.85741796,32.97527494,26.51960278,3.479409027,0.139431969,1.011284494,2.468124534,0.087277581,11.18389597,2.746109244,26.69889427,52.73496112,-0.042357943,288.6447754,614.038202,161.8969727,0.953717514,0.783933539
Remark=,"""12:02:49 Fs=101 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:02:49 RF#15 7588 um, Fmax=166 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:02:50 Fm'=166""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12:02:50,5151.500488,0,-16.00017567,0.148955422,215.9181221,15,0,99.53051758,388.175293,0,166.5427246,101.6950684,0.743593888,1,0.389375498,-2.895383928,0.87,0.92,10.06228065,0.87503114,-0.02135235,0.389375498,0.570960008,1.330785052,701.3922119,0.5,119.4876642,5.156235791,2.664869513,27.61016083,0.560000002,6.596261689,1,13.19252338,26.44347954,27.61016083,26.16427231,46.88013458,49.82138062,12.3560009,13.30649853,28.0026207,30.15674973,299.7450562,701.3922119,782.0053711,78.50132751,-2.095043182,-0.379077733,0.75,-1.355140209,7.355140209,1,0,0.159999996,111135,5.352590266,0.005156236,300.7601608,299.5934795,112.2227514,-0.367092299,3.709447312,47.25330679,33.94680826,27.02682018,3.584801519,0.147292359,1.044577799,2.54022372,0.09220571,16.94985922,4.333844615,26.74382357,51.45868961,-0.083155222,288.6447754,613.740027,166.5427246,0.967699157,0.76783849
Remark=,"""12:05:21 Fs=103 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:05:21 RF#16 7568 um, Fmax=181 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:05:22 Fm'=181""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12:05:22,5303.500488,0,0.097991626,0.147383021,188.6206232,16,0,99.53051758,388.175293,0,181.0349121,103.2038574,0.743593888,1,0.429922902,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.004881653,0.429922902,0.533625876,1.144201295,700.7623901,0.5,131.8119784,5.248962339,2.739991592,27.96228409,0.560000002,6.596261689,1,13.19252338,26.76521683,27.96228409,26.47844505,201.1140594,200.8987732,12.36370277,13.33113289,27.49404907,29.64539146,299.7873535,700.7623901,790.2192383,78.50138092,-1.724346161,-0.372033894,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,5.353345576,0.005248962,301.1122841,299.9152168,112.1219799,-0.380136526,3.786503933,48.23487038,34.90373749,27.36375046,3.656341488,0.145754692,1.046512341,2.609829147,0.091241592,14.80697939,0.938883898,26.16455687,200.8887456,0.000127628,288.6447754,613.1889133,181.0349121,0.954930776,0.717630799
Remark=,"""12:07:53 Fs=105 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:07:53 RF#17 7556 um, Fmax=197 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:07:54 Fm'=197""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12:07:54,5455.500488,0,3.767766688,0.143698165,240.7522745,17,0,99.53051758,388.175293,0,197.6062012,105.4887695,0.743593888,1,0.466166705,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.010877812,0.466166705,0.490935655,0.964388216,700.0266724,0.5,142.7740741,5.280464076,2.825039713,28.29361153,0.560000002,6.596261689,1,13.19252338,27.09904099,28.29361153,26.81088066,300.1132507,299.1143188,12.21473026,13.18817997,26.63387108,28.75644875,299.7650146,700.0266724,791.3826294,78.49768066,-1.717571259,-0.368777096,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,5.352946667,0.005280464,301.4436115,300.249041,112.0042651,-0.384438623,3.860281252,49.17701032,35.98883035,27.69632626,3.728175674,0.142149813,1.03524154,2.692934134,0.088981457,18.89849516,0.804883816,25.2762346,298.7287607,0.003188008,288.6447754,612.5451374,197.6062012,0.939248428,0.660220132
Remark=,"""12:10:31 Fs=114 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:10:31 RF#18 7546 um, Fmax=222 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:10:32 Fm'=222""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12:10:32,5613.500488,0,8.959382094,0.137262899,366.5658542,18,0,99.53051758,388.175293,0,222.0070801,114.005127,0.743593888,1,0.486479769,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.019348995,0.486479769,0.428075192,0.748481593,700.1821899,0.5,149.0285093,5.186586851,2.902009503,28.64310455,0.560000002,6.596261689,1,13.19252338,27.43193817,28.64310455,27.14868355,500.4645386,498.3078308,12.25987053,13.21605682,26.21623039,28.26091766,299.7431335,700.1821899,773.4996338,78.49920654,-1.903942108,-0.372900784,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,5.352555933,0.005186587,301.7931046,300.5819382,112.0291479,-0.373217148,3.939459477,50.18470442,36.96864759,28.03752136,3.80314831,0.13584944,1.037449974,2.765698335,0.085031769,28.7751287,0.7356213,24.70656378,497.3910111,0.004450333,288.6447754,612.6812201,222.0070801,0.881817312,0.575684118
Remark=,"""12:13:09 Fs=114 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:13:09 RF#19 7542 um, Fmax=237 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:13:10 Fm'=237""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12:13:10,5771.500488,0,11.94696161,0.132866997,420.8175227,19,0,99.53051758,388.175293,0,237.704834,114.0310059,0.743593888,1,0.520283185,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.02423772,0.520283185,0.387635333,0.633013879,699.8214722,0.5,159.3017574,5.138910295,2.967865975,28.90028954,0.560000002,6.596261689,1,13.19252338,27.72998047,28.90028954,27.45987511,600.5169678,597.7116699,12.18609238,13.13337708,25.60327148,27.59354019,299.8037109,699.8214722,615.8379517,78.48402405,-2.202281952,-0.368082821,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,5.353637673,0.00513891,302.0502895,300.8799805,111.971433,-0.366095817,3.998626258,50.94828286,37.81490579,28.315135,3.865117002,0.131542185,1.030760282,2.83435672,0.082331874,33.02745257,0.704047694,24.08556492,596.4891291,0.00482405,288.6447754,612.3655808,237.704834,0.895056559,0.521299784
Remark=,"""12:15:48 Fs=117 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:48 RF#20 7557 um, Fmax=253 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:49 Fm'=253""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12:15:49,5930.000488,0,16.88538193,0.126150174,539.3232818,20,0,99.53051758,388.175293,0,253.1274414,117.5917969,0.743593888,1,0.535444295,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.032272002,0.535444295,0.347904295,0.533517231,700.4766846,0.5,164.097322,4.90112574,2.980206598,28.87051392,0.560000002,6.596261689,1,13.19252338,27.82276154,28.87051392,27.56078339,801.0010376,797.1173706,11.98491955,12.88857841,25.04412079,26.9324379,299.8096008,700.4766846,447.6218567,78.48268127,-2.653148651,-0.366284192,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,5.353742849,0.004901126,302.0205139,300.9727615,112.076267,-0.331806158,3.99173679,50.86137127,37.97279285,28.34663773,3.87220435,0.12495532,1.011530192,2.860674158,0.078203553,42.32753723,0.676592057,23.61291681,795.3894778,0.005012804,288.6447754,612.9389121,253.1274414,0.882411191,0.467868685
Remark=,"""12:18:22 Fs=119 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:18:22 RF#21 7569 um, Fmax=261 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:18:23 Fm'=261""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12:18:23,6084.000488,0,19.48186152,0.11970886,680.700174,21,0,99.53051758,388.175293,0,261.6616211,119.1320801,0.743593888,1,0.544709386,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.036477569,0.544709386,0.325918919,0.483501063,701.0632935,0.5,167.0765892,4.638487163,2.971304314,28.78510475,0.560000002,6.596261689,1,13.19252338,27.7979641,28.78510475,27.54595184,999.9777832,995.475769,11.89599419,12.75146294,24.89328766,26.68342209,299.7690125,701.0632935,378.0663757,78.47946167,-3.507946014,-0.355767071,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,5.353018057,0.004638487,301.9351048,300.9479641,112.1701244,-0.296483384,3.97203226,50.61237903,37.8609161,28.29153442,3.859814862,0.11863239,1.000727947,2.859086916,0.074241212,53.42098321,0.683793815,23.44151814,993.4821767,0.004596805,288.6447754,613.4522131,261.6616211,0.879100542,0.43830231
Remark=,"""12:20:53 Fs=121 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:53 RF#22 7571 um, Fmax=268 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:54 Fm'=268""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12:20:54,6235.000488,0,24.19784826,0.113260135,836.7784948,22,0,99.53051758,388.175293,0,268.6513672,121.9077148,0.743593888,1,0.54622336,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.044159033,0.54622336,0.307912245,0.444903471,701.1610107,0.5,167.564317,4.363020407,2.953552737,28.63528442,0.560000002,6.596261689,1,13.19252338,27.68440247,28.63528442,27.44049835,1251.316284,1245.780273,11.73490429,12.53977299,24.71974564,26.41521263,299.7573547,701.1610107,382.9125366,78.47986603,-4.773204803,-0.353270352,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,5.352809883,0.00436302,301.7852844,300.8344025,112.1857592,-0.260571535,3.937672441,50.17430126,37.63452828,28.15984344,3.830345294,0.112296054,0.984119704,2.84622559,0.070271018,65.67026417,0.671690275,23.22340716,1243.304091,0.004519864,288.6447754,613.5377188,268.6513672,0.867685165,0.414086573
Remark=,"""12:23:44 Fs=122 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:44 RF#23 7580 um, Fmax=275 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:45 Fm'=275""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12:23:45,6406.000488,0,28.09311116,0.107196936,993.7696285,23,0,99.53051758,388.175293,0,275.4338379,122.9169922,0.743593888,1,0.553733146,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.050495248,0.553733146,0.290439544,0.409323182,701.3365479,0.5,169.9106126,4.128911137,2.952828233,28.51473808,0.560000002,6.596261689,1,13.19252338,27.52044106,28.51473808,27.27351761,1499.563354,1493.163818,11.43742657,12.19930935,24.32484627,25.94519997,299.7814331,701.3365479,383.1759033,78.47875214,-6.273937225,-0.343750775,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,5.353239854,0.004128911,301.6647381,300.6704411,112.2138451,-0.232489297,3.910214808,49.82513994,37.62583059,28.01758957,3.798732693,0.10633292,0.957386575,2.841346118,0.066535165,77.98980036,0.665546283,22.69552503,1490.289031,0.004278284,288.6447754,613.6913192,275.4338379,0.867049271,0.390588934
Remark=,"""12:26:23 Fs=123 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:26:23 RF#24 7581 um, Fmax=275 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:26:24 Fm'=275""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12:26:24,6565.500488,0,35.4800802,0.102976388,1333.052842,24,0,99.53051758,388.175293,0,275.5720215,123.5876465,0.743593888,1,0.551523243,-2.895383928,0.87,0.92,10.06228065,0.87503114,0.062531497,0.551523243,0.290083562,0.408616488,701.3443604,0.5,169.2343985,3.980305365,2.963410909,28.42344284,0.560000002,6.596261689,1,13.19252338,27.37532234,28.42344284,27.12633514,1999.608765,1991.499756,11.06563759,11.80043983,23.73583794,25.31199074,299.7633972,701.3443604,404.2250061,78.48184204,-9.379894257,-0.33862859,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,5.352917785,0.003980305,301.5734428,300.5253223,112.2150951,-0.215579125,3.889531164,49.55963141,37.75919157,27.89938259,3.772637354,0.102178815,0.926120255,2.846517099,0.063932941,104.6204426,0.669371331,22.00789038,1987.869055,0.003928034,288.6447754,613.6981554,275.5720215,0.863343993,0.390110201
Remark=,"""12:32:14 24_ACi""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:32:26 Launched AutoProg /User/Configs/AutoProgs/Flr A-CiCurve""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:35:54 Fo=131""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:35:54 RF#25 7254 um, Fmax=631 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:35:55 Fm=631""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12:35:55,7136.500488,0,-9.571467295,0.165046522,1982.023409,25,0,131.0061035,631.782959,0,0,0,0.79264065,#DIV/0!,#DIV/0!,-9.571467295,0.87,0.92,0,0.87,0,#DIV/0!,1,#DIV/0!,701.3443604,0.5,#DIV/0!,5.751112044,2.689339256,27.05477905,0.455000013,6.738551396,1,13.47710279,26.87741852,27.05477905,26.68612862,2000.73645,2000.442993,10.62049961,11.48343849,23.45926857,25.36538506,299.7554932,1.144833565,1074.649902,78.49146271,-9.379894257,-0.33862859,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588032627,0.005751112,300.2047791,300.0274185,0.183173366,-0.713665902,3.59069114,45.74626355,34.26282506,26.96609879,3.57203941,0.163049743,0.901351884,2.670687526,0.102083626,155.5719165,0.990792247,23.82897077,2001.401766,-0.001139592,500.7768555,0.996005201,0,0,1.261605747
Remark=,"""12:44:46 Fs=134 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:46 RF#26 7606 um, Fmax=223 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:47 Fm'=223""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12:44:47,7668.000488,0,-11.5988457,0.123855313,195.0901338,26,0,131.0061035,631.782959,0,223.6784668,134.0576172,0.79264065,1,0.400668204,-9.571467295,0.87,0.92,10.06228065,0.87503114,-0.003301974,0.400668204,0.64595679,1.824513991,701.6776123,0.5,123.0030875,4.657173895,2.891697585,27.80681801,0.455000013,6.738551396,1,13.47710279,26.52776337,27.80681801,26.24787521,49.82750702,51.55140686,10.26285744,10.96192074,23.14599991,24.72261047,299.7991333,701.6776123,1076.567627,78.50946808,-2.27261734,-0.34329778,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588991751,0.004657174,300.956818,299.6777634,112.2684155,-0.301701907,3.752312151,47.7943902,36.83246946,27.16729069,3.614477528,0.122727441,0.860614566,2.753862962,0.076805192,15.31642263,3.784380402,21.32606198,52.71326204,-0.046925137,500.7768555,613.9897612,223.6784668,0.967072021,0.814942799
Remark=,"""12:47:34 Fs=136 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:34 RF#27 7590 um, Fmax=236 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:35 Fm'=236""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12:47:35,7836.000488,0,-6.288793322,0.14022949,165.3528283,27,0,131.0061035,631.782959,0,236.5678711,136.2304688,0.79264065,1,0.42413791,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.005349127,0.42413791,0.625555157,1.6706203,701.3283081,0.5,130.1433476,5.3414673,2.932153372,27.99098396,0.455000013,6.738551396,1,13.47710279,26.56969452,27.99098396,26.24905205,100.28022,101.1527481,10.1607151,10.96257591,22.85977554,24.66381836,299.7683105,701.3283081,390.9838257,78.51185608,-2.011890411,-0.342572987,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588314328,0.005341467,301.140984,299.7196945,112.2125268,-0.390791488,3.792845554,48.30920759,37.34663168,27.28033924,3.638515834,0.138785425,0.860692182,2.777823652,0.086869485,12.98215745,1.634684488,21.15188667,101.7826959,-0.013069004,500.7768555,613.6841092,236.5678711,0.950508926,0.789203981
Remark=,"""12:50:06 Fs=137 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:06 RF#28 7582 um, Fmax=262 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:07 Fm'=262""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
